Transfer Authority,Fiscal Year of Request,Implementing Agency,Country (Transfer to),Item Description,Status,Status Date,Qty Requested,Qty Allocated,Qty Accepted,Qty Rejected,Total Delivered Qty,Total Acquisition Value,Total Current Value
Grant Authority,2011,Army,Bosnia-Herzegovina,UH-1H SYNTHETIC FLIGHT TRAINING SYSTEM,Service Authorized to Supply EDA,9/14/11,1,1,0,0,0,"$2,225,000.00","$890,000.00"
FMS Sales,2011,Navy,Brazil,P-3 AIRCRAFT SPARE AND REPAIR PARTS,EDA Accepted/LOA Implemented,1/13/12,0,0,0,0,0,"$2,000,000.00","$1,000,000.00"
Grant Authority,2011,Army,Brazil,M109A5 HOWITZER,EDA Delivered,2/28/14,36,36,36,0,36,"$33,238,296.00","$1,661,914.80"
Grant Authority,2011,Defense Logistics Agency (DLA),Burundi,"TEXTILES, CLOTHING, INDIVIDUAL GEAR/EQUIP",EDA Delivered,9/30/12,0,0,0,0,0,"$370,536.00","$185,268.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Burundi,UNIT SUPPORT EQUIPMENT,EDA Delivered,9/30/12,0,0,0,0,0,"$370,536.00","$185,268.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Cameroon,TRAINING AIDS AND DEVICES,EDA Delivered,9/30/12,0,0,0,0,0,"$73,169.00","$14,634.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Cameroon,"TEXTILES, CLOTHING, PERSONAL GEAR/EQUIP",Service Authorized to Supply EDA,8/18/11,0,0,0,0,0,"$73,169.00","$14,634.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Central African Republic,"TEXTILES, CLOTHING INDIVIDUAL GEAR AND EQUIP",EDA Delivered,9/30/13,0,0,0,0,0,"$500,222.50","$250,111.25"
Grant Authority,2011,Defense Logistics Agency (DLA),Central African Republic,UNIT SUPPORT EQUIPMENT,EDA Delivered,9/30/12,0,0,0,0,0,"$555,222.50","$250,111.25"
Grant Authority,2011,Army,Chile,HOWITZER,EDA Delivered,10/4/14,24,24,,0,48,"$22,158,864.00","$1,107,943.20"
Grant Authority,2011,Army,Colombia,"M1059 CARRIER, SMOKE GENERATOR",EDA Cancelled,1/6/11,58,58,0,0,0,"$14,790,000.00","$2,958,000.00"
Grant Authority,2011,Army,Colombia,"M981 CARRIER, PERSONNEL",EDA Cancelled,1/6/11,430,430,0,0,0,"$237,947,810.00","$47,589,562.00"
Grant Authority,2011,Army,Colombia,"CARRIER, ANTITANK",EDA Cancelled,1/6/11,218,218,0,0,0,"$85,687,516.00","$17,137,503.20"
Grant Authority,2011,Army,Colombia,"VEHICLE, COMBAT, ITV",EDA Cancelled,1/6/11,17,17,0,0,0,"$6,288,402.00","$1,257,680.40"
Grant Authority,2011,Army,Colombia,M548 CARGO CARRIER,EDA Cancelled,1/6/11,4,4,0,0,0,"$425,700.00","$85,140.00"
Grant Authority,2011,Navy,Djibouti,SPARE PARTS FOR 44 FT MOTOR LIFE BOATS,EDA Cancelled,3/20/12,0,0,0,0,0,"$55,846.00","$25,370.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK PICKUP 4X5,EDA Delivered,8/9/11,2,2,2,0,2,"$33,100.00","$3,310.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK UTILITY,EDA Delivered,8/9/11,1,1,1,0,1,"$26,543.00","$5,308.60"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK UTILITY,EDA Delivered,8/9/11,1,1,1,0,1,"$29,760.00","$2,976.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK UTILITY 4X4,EDA Delivered,8/9/11,1,1,1,0,1,"$34,830.00","$3,483.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK VAN PASSENGER,EDA Delivered,8/9/11,1,1,1,0,1,"$25,000.00","$2,500.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,"CPCV TRUCK,WATER",EDA Delivered,8/9/11,1,1,1,0,1,"$116,566.00","$23,313.20"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,"TANK,WATER,TRLR MTD",EDA Delivered,8/9/11,1,1,1,0,1,"$9,184.00",$918.40
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK UTILITY,EDA Delivered,8/9/11,1,1,1,0,1,"$98,000.00","$19,600.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRACTOR FORKLIFT 3K,EDA Delivered,8/9/11,2,2,2,0,2,"$74,104.00","$7,410.40"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK FUEL TANKER,EDA Delivered,8/9/11,1,1,1,0,1,"$62,670.00","$6,267.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK FUEL TANKER 1200,EDA Delivered,8/9/11,1,1,1,0,1,"$10,500.00","$1,050.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK WATER TANKER 5000G,EDA Delivered,8/9/11,1,1,1,0,1,"$89,046.00","$8,904.60"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,"CPCV TRUCK,FUEL",EDA Delivered,8/9/11,1,1,1,0,1,"$179,764.00","$35,952.80"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,"CPCV TRUCK,FUEL",EDA Delivered,8/9/11,3,3,3,0,3,"$286,950.00","$57,390.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,"SKYWATCH TOWER, FRONTIER",EDA Delivered,8/9/11,4,4,4,0,4,"$441,572.00","$44,157.20"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,"CPCV BUS, PASSENGER",EDA Delivered,8/9/11,1,1,1,0,1,"$5,610.00","$1,122.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV MINIVAN SPACEGEAR 2400,EDA Delivered,8/9/11,1,1,1,0,1,"$5,000.00",$500.00
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK UTILITY,EDA Delivered,8/9/11,3,3,3,0,3,"$79,629.00","$7,962.90"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK UTILITY 4X5,EDA Delivered,8/9/11,6,6,6,0,6,"$159,258.00","$15,925.80"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,"CPCV TRUCK,VAN,PASSENGER",EDA Delivered,8/9/11,1,1,1,0,1,"$20,000.00","$4,000.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK CREW CAB PICKUP,EDA Delivered,8/9/11,1,1,1,0,1,"$20,000.00","$2,000.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK CREWCAB PICKUP,EDA Delivered,8/9/11,1,1,1,0,1,"$23,800.00","$2,380.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK MITSUBISHI L200,EDA Delivered,8/9/11,1,1,1,0,1,"$17,000.00","$1,700.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Djibouti,CPCV TRUCK TRACTOR,EDA Delivered,8/9/11,1,1,1,0,1,"$90,000.00","$36,000.00"
Grant Authority,2011,Army,Ecuador,CTG 5.56 TRACER,Service Authorized to Supply EDA,7/7/11,100000,100000,0,0,0,"$24,000.00","$7,200.00"
Grant Authority,2011,Army,Ecuador,CTG 50 CAL AP,Service Authorized to Supply EDA,7/7/11,1000,1000,0,0,0,"$218,000.00","$65,400.00"
Grant Authority,2011,Army,Ecuador,CTG 50 CAL API,Service Authorized to Supply EDA,7/7/11,78320,78320,0,0,0,"$113,564.00","$33,677.60"
Grant Authority,2011,Army,Ecuador,CTG 4.2 HE,Service Authorized to Supply EDA,7/7/11,5000,5000,0,0,0,"$545,000.00","$163,500.00"
Grant Authority,2011,Army,Ecuador,CTG 14.5 MM,Service Authorized to Supply EDA,7/7/11,4250,4250,0,0,0,"$21,250.00","$6,375.00"
Grant Authority,2011,Army,Ecuador,"CTG, 22 CAL, BALL",Service Authorized to Supply EDA,7/7/11,100000,100000,0,0,0,"$2,000.00",$600.00
Grant Authority,2011,Army,Ecuador,"CTG, 22 CAL, LONG RANGE",Service Authorized to Supply EDA,7/7/11,200000,200000,0,0,0,"$16,000.00","$4,800.00"
Grant Authority,2011,Army,Ecuador,"CTG, 22 CAL, BALL STANDARD VELOCITY",Service Authorized to Supply EDA,7/7/11,500000,500000,0,0,0,"$10,000.00","$3,000.00"
Grant Authority,2011,Army,Ecuador,"CTG, 5.56 TRACER",Service Authorized to Supply EDA,7/7/11,3000000,2998800,0,0,0,"$720,000.00","$216,000.00"
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL, BALL",Service Authorized to Supply EDA,7/7/11,50000,49980,0,0,0,"$21,150.00","$6,345.00"
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL, BLANK",Service Authorized to Supply EDA,7/7/11,300000,122932,0,0,0,"$63,900.00","$19,170.00"
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL, API",Service Authorized to Supply EDA,7/7/11,30000,30000,0,0,0,"$43,500.00","$13,050.00"
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL, AP",Service Authorized to Supply EDA,7/7/11,40000,39595,0,0,0,"$14,800.00","$4,440.00"
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL, BLANK",Service Authorized to Supply EDA,7/7/11,30000,29920,0,0,0,"$27,300.00","$8,190.00"
Grant Authority,2011,Army,Ecuador,"CTG, 40 MM, SMOKE",Service Authorized to Supply EDA,7/7/11,347,144,0,0,0,"$8,286.36","$2,485.91"
Grant Authority,2011,Army,Ecuador,"CTG, 40 MM, HE",Service Authorized to Supply EDA,7/7/11,8336,8336,0,0,0,"$104,700.16","$31,410.05"
Grant Authority,2011,Army,Ecuador,"CTG, 40 MM, TARGET",Service Authorized to Supply EDA,7/7/11,600,600,0,0,0,"$17,676.00","$5,302.80"
Grant Authority,2011,Army,Ecuador,"CTG, SIGNAL, ILLUM",Service Authorized to Supply EDA,7/7/11,500,460,0,0,0,"$9,690.00","$2,907.00"
Grant Authority,2011,Army,Ecuador,"CTG, SIGNAL, ILLUM",Service Authorized to Supply EDA,7/7/11,1000,1000,0,0,0,"$7,920.00","$2,376.00"
Grant Authority,2011,Army,Ecuador,"CTG, SIGNAL, ILLUM",Service Authorized to Supply EDA,7/7/11,4000,4000,0,0,0,"$30,160.00","$9,048.00"
Grant Authority,2011,Army,Ecuador,"CTG, SIGNAL, ILLUM",Service Authorized to Supply EDA,7/7/11,1000,1000,0,0,0,"$10,790.00","$3,237.00"
Grant Authority,2011,Army,Ecuador,"CTG, SIGNAL, SMOKE",Service Authorized to Supply EDA,7/7/11,255,255,0,0,0,$303.45,$91.04
Grant Authority,2011,Army,Ecuador,"CTG, FLARE, XM19",Service Authorized to Supply EDA,7/7/11,4000,4000,0,0,0,"$240,000.00","$72,000.00"
Grant Authority,2011,Army,Ecuador,"CTG, FLARE, BALLISTICS",Service Authorized to Supply EDA,7/7/11,200,200,0,0,0,"$5,000.00","$1,500.00"
Grant Authority,2011,Army,Ecuador,"DYNAMITE, MILITARY, M1",Service Authorized to Supply EDA,7/7/11,20000,20000,0,0,0,"$9,200.00","$2,760.00"
Grant Authority,2011,Army,Ecuador,"CTG, 5.56 TRACER",Service Authorized to Supply EDA,7/7/11,500000,498960,0,0,0,"$120,000.00","$36,000.00"
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL BALL AND TRACER",Service Authorized to Supply EDA,7/7/11,150210,150210,0,0,0,"$211,796.10","$63,538.83"
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL API, M8",Service Authorized to Supply EDA,7/7/11,150000,149820,0,0,0,"$49,500.00","$14,850.00"
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL API, M8",Service Authorized to Supply EDA,7/7/11,1672,1470,0,0,0,$551.76,$165.53
Grant Authority,2011,Army,Ecuador,"CTG, 50 CAL AP",Service Authorized to Supply EDA,7/7/11,39049,38930,0,0,0,"$14,448.13","$4,334.44"
Grant Authority,2011,Navy,Ecuador,"SH-2G HELICOPTER, MARITIME",EDA Cancelled,10/16/14,3,3,0,0,0,"$49,908,000.00","$2,495,400.00"
Grant Authority,2011,Army,Ecuador,CTG 14.5MM,Service Authorized to Supply EDA,7/7/11,3851,3851,0,0,0,"$19,255.00","$5,776.50"
FMS Sales,2011,Navy,Germany,CH-53G SPARE AND REPAIR PARTS,EDA Accepted/LOA Implemented,6/30/11,0,0,0,0,0,"$2,000,000.00","$1,000,000.00"
FMS Sales,2011,Navy,Germany,P-3C AIRCRAFT,EDA Delivered,8/3/11,1,1,1,0,1,"$23,000,000.00","$1,150,000.00"
FMS Sales,2011,Navy,Germany,CH-53G SPARE AND REPAIR PARTS,EDA Accepted/LOA Implemented,11/18/11,0,0,0,0,0,"$2,000,000.00","$1,000,000.00"
Grant Authority,2011,Army,Ghana,"MORTAR, M30",EDA Delivered,1/15/13,80,80,80,0,80,"$1,526,720.00","$152,672.00"
Grant Authority,2011,Army,Greece,M106A2 MORTAR CARRIER,EDA Delivered,10/27/14,1,1,1,0,1,"$205,400.00","$41,080.00"
Grant Authority,2011,Army,Greece,ARMORED PERSONNEL CARRIER TRACK,EDA Delivered,12/1/14,176,176,,0,174,"$43,029,184.00","$8,605,836.80"
Grant Authority,2011,Army,Greece,"CARRIER, ANTITANK",Service Authorized to Supply EDA,7/7/11,10,10,0,0,0,"$3,930,620.00","$786,124.00"
Grant Authority,2011,Army,Greece,TRACKED COMMAND POST CARRIER,EDA Delivered,11/30/14,145,145,145,0,131,"$46,860,810.00","$9,372,162.00"
Grant Authority,2011,Army,Greece,M1A1 ABRAMS TANK,Service Authorized to Supply EDA,9/13/11,400,400,0,0,0,"$957,375,600.00","$95,737,560.00"
Grant Authority,2011,Army,Greece,"MORTAR, M30, 4.2",EDA Accepted/LOA Implemented,11/15/13,2,2,2,0,0,"$38,168.00","$1,908.40"
Grant Authority,2011,Army,Greece,TRAILER,Service Authorized to Supply EDA,9/13/11,2,2,0,0,0,"$1,888.00",$94.40
Grant Authority,2011,Army,Greece,M105A2 TRAILER,EDA Delivered,10/27/14,104,104,28,0,28,"$886,496.00","$44,324.80"
Grant Authority,2011,Army,Greece,M105A3 TRAILER,EDA Delivered,10/27/14,14,14,14,0,14,"$143,430.00","$7,171.50"
Grant Authority,2011,Army,Greece,"CTG, 14.5 MM Training M181",EDA Accepted/LOA Implemented,11/15/13,3851,3851,3851,0,0,"$19,255.00","$1,925.50"
Grant Authority,2011,Army,Greece,"CTG, 14.5 MM Training M182",EDA Accepted/LOA Implemented,11/15/13,4250,4250,4250,0,0,"$21,250.00","$2,125.00"
Grant Authority,2011,Army,Greece,"CTG, 14.5 MM Training M183",EDA Accepted/LOA Implemented,11/15/13,10000,10000,10000,0,0,"$26,700.00","$2,670.00"
Grant Authority,2011,Army,Greece,"CTG, 105MM AP-DS-T M392 SERIES",Service Authorized to Supply EDA,9/30/11,1183,1183,0,0,0,"$241,107.23","$24,110.72"
Grant Authority,2011,Army,Greece,"CTG, 105MM",Service Authorized to Supply EDA,9/30/11,2224,2224,0,0,0,"$1,412,240.00","$141,224.00"
Grant Authority,2011,Army,Greece,"CTG, 105MM, AP-DS-T, M735 SERIES",Service Authorized to Supply EDA,9/30/11,8179,8179,0,0,0,"$4,853,909.34","$485,390.93"
Grant Authority,2011,Army,Greece,"FUZE, MECHANICAL TIME M564",Service Authorized to Supply EDA,9/30/11,328347,328347,0,0,0,"$18,338,179.95","$1,833,818.00"
Grant Authority,2011,Army,Greece,"M981 CARRIER, PERSONNEL",Service Authorized to Supply EDA,3/21/11,80,80,0,0,0,"$44,269,360.00","$8,853,872.00"
Grant Authority,2011,Army,Greece,"CARRIER, CARGO",Service Authorized to Supply EDA,3/21/11,57,57,0,0,0,"$13,914,840.00","$2,782,968.00"
Grant Authority,2011,Army,Greece,"CARRIER, ANTI-TANK",EDA Delivered,11/30/14,110,110,72,0,47,"$43,236,820.00","$8,647,364.00"
Grant Authority,2011,Army,Greece,ARMORED PERSONNEL CARRIER,EDA Delivered,1/10/14,224,224,196,0,392,"$54,764,416.00","$10,952,883.20"
Grant Authority,2011,Army,Greece,CTG 120MM HEAT-MP-T M830,EDA Delivered,4/9/12,3000,3000,3000,0,3029,"$5,700,000.00","$1,710,000.00"
Grant Authority,2011,Air Force,Indonesia,F-16 (BLOCK 25),EDA Accepted/LOA Implemented,1/17/12,28,28,28,0,0,"$441,665,308.00","$22,083,264.00"
Grant Authority,2011,Air Force,Indonesia,F100-PW-200 ENGINES,EDA Accepted/LOA Implemented,1/17/12,28,28,28,0,0,"$147,280,000.00","$7,364,000.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Indonesia,AIRCRAFT/AIRFRAME STRUCTURAL COMPONENTS,Service Authorized to Supply EDA,6/24/11,0,0,0,0,0,"$4,128,819.16","$412,881.92"
Grant Authority,2011,Defense Logistics Agency (DLA),Indonesia,AIRCRAFT COMPONENTS AND ACCESSORIES,Service Authorized to Supply EDA,6/24/11,0,0,0,0,0,"$9,633,911.37","$963,391.14"
Grant Authority,2011,Air Force,Indonesia,F-16 (BLOCK 15),EDA Accepted/LOA Implemented,1/17/12,2,2,2,0,0,"$23,800,000.00","$1,190,000.00"
Grant Authority,2011,Army,Iraq,Battery Back-up: Smart-Ups RT 3000,Service Authorized to Supply EDA,11/23/11,2,2,0,0,0,"$4,400.00","$1,760.00"
Grant Authority,2011,Army,Iraq,Gateway Desktop Computer,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,295.00",$518.00
Grant Authority,2011,Army,Iraq,Gateway Desktop Computer,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,295.00",$518.00
Grant Authority,2011,Army,Iraq,Server: Super Micro VN-12TP,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$15,125.00","$6,050.00"
Grant Authority,2011,Army,Iraq,Server: Super Micro VN-12TP,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$15,125.00","$6,050.00"
Grant Authority,2011,Army,Iraq,TV Samsung SRS LA40S81B,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,547.27",$618.91
Grant Authority,2011,Army,Iraq,"TV Panasonic Viera: 50""",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$3,641.00","$1,456.40"
Grant Authority,2011,Army,Iraq,"TV Vizio 42"" HDTV LCD",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$2,100.00",$840.00
Grant Authority,2011,Army,Iraq,TV Pioneer PDP424MV,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,850.00",$740.00
Grant Authority,2011,Army,Iraq,"Monitor, Dell 2007FP",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$200.00,$80.00
Grant Authority,2011,Army,Iraq,"Monitor, Dell E178WFP",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$170.00,$68.00
Grant Authority,2011,Army,Iraq,"Monitor, Acer P244W",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$370.00,$148.00
Grant Authority,2011,Army,Iraq,Cam Surveillance: RDISS AXIS 221,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$50,000.00","$20,000.00"
Grant Authority,2011,Army,Iraq,Cam Surveillance: AXIS 212,Service Authorized to Supply EDA,11/23/11,4,4,0,0,0,"$3,916.00","$1,566.40"
Grant Authority,2011,Army,Iraq,Cam Surveillance: AXIS 233 PTZ,Service Authorized to Supply EDA,11/23/11,4,4,0,0,0,"$8,920.00","$3,568.00"
Grant Authority,2011,Army,Iraq,Cam Surveillance: AXIS 221 Fixed,Service Authorized to Supply EDA,11/23/11,15,15,0,0,0,"$12,885.00","$5,154.00"
Grant Authority,2011,Army,Iraq,Cam Surveillance: EX36MNX902M,Service Authorized to Supply EDA,11/23/11,50,50,0,0,0,"$42,800.00","$17,120.00"
Grant Authority,2011,Army,Iraq,Cam Surveillance: 212 Autodome,Service Authorized to Supply EDA,11/23/11,8,8,0,0,0,"$10,000.00","$4,000.00"
Grant Authority,2011,Army,Iraq,Cam Surveillance: EX49,Service Authorized to Supply EDA,11/23/11,15,15,0,0,0,"$13,125.00","$5,250.00"
Grant Authority,2011,Army,Iraq,Mini PC System Vmx MP45-DU,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$359.99,$144.00
Grant Authority,2011,Army,Iraq,Mini PC System Vmx MP45-DU,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$359.99,$144.00
Grant Authority,2011,Army,Iraq,Mini PC FIT: Q7404 Encoder,Service Authorized to Supply EDA,11/23/11,17,17,0,0,0,"$20,587.00","$8,234.80"
Grant Authority,2011,Army,Iraq,Mini PC System Vmx MP45-DU,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$359.99,$144.00
Grant Authority,2011,Army,Iraq,Mini PC System Vmx MP45-DU,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$359.99,$144.00
Grant Authority,2011,Army,Iraq,Mini PC System Vmx MP45-DU,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$359.99,$144.00
Grant Authority,2011,Army,Iraq,ARMORED VEHICLE LAUNCHED BRIDGE,EDA Delivered,1/3/12,9,9,9,0,9,"$789,678.00","$78,967.80"
Grant Authority,2011,Army,Iraq,Dell Poweredge R510 Server,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$7,515.12","$3,006.05"
Grant Authority,2011,Army,Iraq,Dell Poweredge R510 Server,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$7,515.12","$3,006.05"
Grant Authority,2011,Army,Iraq,Dell Poweredge Rack Console:15FP,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,364.99",$546.00
Grant Authority,2011,Army,Iraq,Network Switch Netvanta 1234,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,153.00",$461.20
Grant Authority,2011,Army,Iraq,Network Switch Netvanta 1234,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,153.00",$461.20
Grant Authority,2011,Army,Iraq,Network Switch Netvanta 1234,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,153.00",$461.20
Grant Authority,2011,Army,Iraq,Network Switch Netvanta 1234,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,153.00",$461.20
Grant Authority,2011,Army,Iraq,Network Switch Netvanta 1234,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,153.00",$461.20
Grant Authority,2011,Army,Iraq,Network Switch Netvanta 1524,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,153.00",$461.20
Grant Authority,2011,Army,Iraq,Network Switch Netvanta 1534,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,153.00",$461.20
Grant Authority,2011,Army,Iraq,"Laptop, HP Altec Lansing G72",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,395.00",$558.00
Grant Authority,2011,Army,Iraq,"Laptop, HP Altec Lansing G72",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,395.00",$558.00
Grant Authority,2011,Army,Iraq,"Laptop, HP Altec Lansing G72",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,395.00",$558.00
Grant Authority,2011,Army,Iraq,"Laptop, HP Altec Lansing G72",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,395.00",$558.00
Grant Authority,2011,Army,Iraq,Battery Back-up: Smart-Ups 3000,Service Authorized to Supply EDA,11/23/11,2,2,0,0,0,"$2,700.00","$1,080.00"
Grant Authority,2011,Army,Iraq,Battery Back-up: Smart-Ups 2200,Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,$225.92,$90.37
Grant Authority,2011,Army,Iraq,OH-58 HELICOPTER REPAIR PARTS,Service Authorized to Supply EDA,8/24/11,0,0,0,0,0,"$2,199,039.00","$1,107,133.00"
Grant Authority,2011,Army,Iraq,"Laptop, HP Altec Lansing G72",Service Authorized to Supply EDA,11/23/11,1,1,0,0,0,"$1,395.00",$558.00
Grant Authority,2011,Army,Iraq,STANDARD RIBBON BRIDGE RAMP BAY BRIDGE FLOAT,Service Authorized to Supply EDA,7/18/11,3,3,0,0,0,"$141,120.00","$28,224.00"
Grant Authority,2011,Army,Iraq,STANDARD RIBBON BRIDGE INTERIOR BAY,Service Authorized to Supply EDA,7/18/11,23,23,0,0,0,"$964,620.00","$192,924.00"
FMS Sales,2011,Army,Israel,"CTG, .30 CAL BALL",Service Authorized to Supply EDA,9/9/11,559440,559440,0,0,0,"$33,566.40","$10,069.92"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,Attitude Heading,EDA Delivered,9/30/12,1,1,1,0,1,"$80,987.00","$16,197.40"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,"Processor, Radar Data (AN/APG-63)",EDA Delivered,9/30/12,2,2,2,0,2,"$1,157,859.12","$463,143.65"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,MOUNT TRIPOD CAL 50 M3,EDA Delivered,8/10/11,21,21,21,0,21,"$15,897.00","$6,358.80"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,MT TRIPOD MG 7.62MM M122,EDA Delivered,8/10/11,4,4,4,0,4,"$2,476.00",$495.20
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,MT TRIPOD MG 7.62MM M122,EDA Delivered,8/10/11,13,13,13,0,13,"$8,047.00",$804.70
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,"PERISCOPE,ARMORED V",EDA Delivered,8/10/11,231,231,231,0,231,"$131,901.00","$65,950.50"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,"PROTECTOR,RECEIVER",EDA Delivered,8/10/11,9,9,9,0,9,"$717,714.00","$358,857.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,ANTENNA SUBASSEMBLY,EDA Delivered,8/10/11,300,300,300,0,300,"$1,374,300.00","$687,150.00"
Grant Authority,2011,Army,Israel,"M1064A2 CARRIER, 120MM MORTAR VEHICLE",EDA Delivered,1/16/12,160,160,160,0,160,"$32,000,000.00","$6,400,000.00"
Grant Authority,2011,Army,Israel,"CARRIER, CARGO",EDA Delivered,1/13/12,36,36,36,0,36,"$8,788,320.00","$1,757,664.00"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,"Fuel Control, Main, Turbine Eng (T64-100 Engine)",Service Authorized to Supply EDA,5/3/11,12,12,0,0,0,"$1,500,693.60","$750,346.80"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,"Antenna, LANTIRN NAV POD",Service Authorized to Supply EDA,5/3/11,7,7,0,0,0,"$2,530,848.32","$506,169.66"
Grant Authority,2011,Defense Logistics Agency (DLA),Israel,"RADAR PROCESSORS, MULTI-PURPOSE DISPLAY PROESSORS",EDA Delivered,8/10/12,41,41,41,0,20,"$14,205,208.50","$5,680,115.40"
FMS Sales,2011,Army,Israel,"CTG, 50 CAL",Service Authorized to Supply EDA,9/9/11,7000,7000,0,0,0,"$2,450.00",$735.00
